,10Year,5Year,City,County,Date,LastTimeAtCurrZHVI,Latitude,Longitude,Metro,MoM,PctFallFromPeak,PeakMonth,PeakQuarter,PeakZHVI,QoQ,RegionID,RegionName,SizeRank,State,YoY,Zhvi,Zip_Code,address,phone,principal,school,type,ABUSE,ASSAULT & BATTERY,BURGLARY,CRIMINAL GANG,DRUGS & ALCOHOL,FIRE,GAMBLING,HOMICIDE,KIDNAPPING,MISCELLANEOUS CRIMES,PROTEST,SEXUAL MISCONDUCT,TREASON,WHITE COLLAR,Grand Total
210, , , , , , ,25.833469,-80.303856, , , , , , , , , , , , , , ,"1122 BLUEBIRD AVENUE MIAMI SPRINGS, FL 33166", (305)885-6466,CATALINA FLOR,SPRINGVIEW ES,e,,,,,,,,,,,,,,,100
211, , , , , , ,25.70485,-80.275884, , , , , , , , , , , , , , ,"5120 SW 72ND STREET MIAMI, FL 33143", (305)661-8527,DR. MARLENE LEYTE VIDAL,SUNSET ES,e,,,,,,,,,,,,,,,100
212, , , , , , ,25.690836,-80.35843, , , , , , , , , , , , , , ,"10235 SW 84TH STREET MIAMI, FL 33173", (305)279-3222,WENDY S. HERNANDEZ,SUNSET PARK ES,e,,,,,,,,,,,,,,,100
213, , , , , , ,25.764902,-80.367618, , , , , , , , , , , , , , ,"10655 SW 4TH STREET SWEETWATER, FL 33174", (305)559-1101,JANET P. OLIVERA,SWEETWATER ES,e,,,,,,,,,,,,,,,100
214, , , , , , ,25.756141,-80.292615, , , , , , , , , , , , , , ,"5901 SW 16TH STREET WEST MIAMI, FL 33155", (305)266-3511,AMOR REYES,SYLVANIA HEIGHTS ES,e,,,,,,,,,,,,,,,100
215, , , , , , ,25.829632,-80.193714, , , , , , , , , , , , , , ,"120 NE 59 STREET MIAMI, FL 33137", (305)758-2600,DR. LILIA A. DOBAO,TOUSSAINT L'OUVERTURE ES,e,,,,,,,,,,,,,,,100
216, , , , , , ,25.846529,-80.146292, , , , , , , , , , , , , , ,"7540 EAST TREASURE DRIVE NORTH BAY VILLAGE, FL 33141", (305)865-3141,DALIA VILLAR,TREASURE ISLAND ELEMENTARY,e,,,,,,,,,,,,,,,100
217, , , , , , ,25.726263,-80.363449, , , , , , , , , , , , , , ,"4545 SW 104TH AVENUE MIAMI, FL 33165", (305)221-0284,VIVIANA BOUZA DEBS,TROPICAL ES,e,,,,,,,,,,,,,,,100
218, , , , , , ,25.883575,-80.294924, , , , , , , , , , , , , , ,"6735 WEST 5TH PLACE HIALEAH, FL 33012", (305)822-0770,IVETTE BERNAL-PINO,TWIN LAKES ES,e,,,,,,,,,,,,,,,100
219, , , , , , ,25.870046,-80.216059, , , , , , , , , , , , , , ,"10327 NW 11TH AVENUE MIAMI, FL 33150", (305)696-9241,PEDRO R. CEDENO,VAN E. BLANTON ES,e,,,,,,,,,,,,,,,100
220, , , , , , ,25.736979,-80.393193, , , , , , , , , , , , , , ,"12265 SW 34TH STREET MIAMI, FL 33175", (305)226-0441,HENRY FERNANDEZ,VILLAGE GREEN ES,e,,,,,,,,,,,,,,,100
221, , , , , , ,25.965964,-80.153715, , , , , , , , , , , , , , ,"20500 NE 24TH AVENUE MIAMI, FL 33180", (305)931-1770,JULIO FONG,VIRGINIA A BOONE/HIGHLAND OAKS ES,e,,,,,,,,,,,,,,,100
222, , , , , , ,25.890839,-80.173358, , , , , , , , , , , , , , ,"1201 NE 125 STREET NORTH MIAMI, FL 33161", (305)891-0602,MILAGROS L. MAYTIN,W.J. BRYAN ES,e,,,,,,,,,,,,,,,100
223, , , , , , ,25.750966,-80.396115, , , , , , , , , , , , , , ,"12345 SW 18TH TERRACE MIAMI, FL 33175", (305)222-8150,ARMANDINA ACOSTA-LEON,WESLEY MATTHEWS ES,e,,,,,,,,,,,,,,,100
224, , , , , , ,25.881621,-80.347602, , , , , , , , , , , , , , ,"11990 NW 92 AVENUE HIALEAH GARDENS, FL 33018", (305)818-4000,SHARON M. GONZALEZ,WEST HIALEAH GARDENS ELEMENTARY SCHOOL,e,,,,,,,,,,,,,,,100
225, , , , , , ,25.590265,-80.335601, , , , , , , , , , , , , , ,"18929 SW 89TH ROAD CUTLER BAY, FL 33157", (305)238-7382,TAMELA L. BROWN,WHISPERING PINES ES,e,,,,,,,,,,,,,,,100
226, , , , , , ,25.666855,-80.37902, , , , , , , , , , , , , , ,"10990 SW 113TH PLACE MIAMI, FL 33176", (305)273-2140,ADA M. MONTERO,WILLIAM LEHMAN ES,e,,,,,,,,,,,,,,,100
227, , , , , , ,25.743842,-80.407446, , , , , , , , , , , , , , ,"13137 SW 26TH STREET MIAMI, FL 33175", (305)222-8152,ISABEL G. VALENZANO,ZORA NEALE HURSTON ES,e,,,,,,,,,,,,,,,100
228, , , , , , ,25.965615,-80.199351, , , , , , , , , , , , , , ,"121 NE 207TH STREET MIAMI GARDENS, FL 33179", (305)654-2727,KENNETH L. WILLIAMS,ANDOVER MIDDLE SCHOOL ,m,,,,,,,,,,,,,,,100
229, , , , , , ,25.66682,-80.400037, , , , , , , , , , , , , , ,"10900 SW 127TH AVENUE MIAMI, FL 33186", (305)385-7144,NANCY S. ARAGON,ARVIDA MS,m,,,,,,,,,,,,,,,100
230, , , , , , ,25.819511,-80.236552, , , , , , , , , , , , , , ,"4899 NW 24TH AVENUE MIAMI, FL 33142", (305)633-1481,MARCUS L. MILLER,BROWNSVILLE MS,m,,,,,,,,,,,,,,,100
231, , , , , , ,25.944771,-80.262222, , , , , , , , , , , , , , ,"3737 NW 188TH STREET MIAMI GARDENS, FL 33055", (305)624-2652,DEREK A. NEGRON,CAROL CITY MS,m,,,,,,,,,,,,,,,100
232, , , , , , ,25.776173,-80.230057, , , , , , , , , , , , , , ,"2153 NW 3RD STREET MIAMI, FL 33125", (305)642-5055,DR. CORY R. RODRIGUEZ,CITRUS GROVE MS,m,,,,,,,,,,,,,,,100
233, , , , , , ,25.94007,-80.323357, , , , , , , , , , , , , , ,"18305 NW 75TH PLACE MIAMI, FL 33015", (305)820-8800,CYNTHIA M. LIMA,COUNTRY CLUB MIDDLE SCHOOL,m,,,,,,,,,,,,,,,100
234, , , , , , ,25.588234,-80.348099, , , , , , , , , , , , , , ,"19400 GULFSTREAM ROAD CUTLER BAY, FL 33157", (305)235-4761,IGNACIO RODRIGUEZ,CUTLER BAY MS,m,,,,,,,,,,,,,,,100
235, , , , , , ,25.72677,-80.259391, , , , , , , , , , , , , , ,"4901 LINCOLN DRIVE CORAL GABLES, FL 33133", (305)444-7388,SHELLEY F. STROLENY,GEORGE WASHINGTON CARVER MS,m,,,,,,,,,,,,,,,100
236, , , , , , ,25.81723,-80.218694, , , , , , , , , , , , , , ,"1331 NW 46TH STREET MIAMI, FL 33142", (305)634-9787,DR. CAROL R. SAMPSON,GEORGIA JONES-AYERS MIDDLE SCHOOL,m,,,,,,,,,,,,,,,100
237, , , , , , ,25.708965,-80.348526, , , , , , , , , , , , , , ,"9451 SW 64TH STREET MIAMI, FL 33173", (305)271-3342,CYNTHIA VALDES-GARCIA,GLADES MS,m,,,,,,,,,,,,,,,100
238, , , , , , ,25.675217,-80.442755, , , , , , , , , , , , , , ,"9889 HAMMOCKS BOULEVARD MIAMI, FL 33196", (305)385-0896,DEBORAH LEAL,HAMMOCKS MS,m,,,,,,,,,,,,,,,100
239, , , , , , ,25.848008,-80.293319, , , , , , , , , , , , , , ,"531 WEST 29 STREET HIALEAH, FL 33012", (305)822-6601,JOHN J. DONOHUE,HENRY H. FILER MS,m,,,,,,,,,,,,,,,100
240, , , , , , ,25.600289,-80.421697, , , , , , , , , , , , , , ,"17990 SW 142ND AVENUE MIAMI, FL 33177", (305)971-0158,MARIA COSTA,HERBERT A. AMMONS MS,m,,,,,,,,,,,,,,,100
241, , , , , , ,25.875995,-80.349179, , , , , , , , , , , , , , ,"11690 NW 92 AVENUE HIALEAH GARDENS, FL 33018", (305)817-0017,MARITZA D. JIMENEZ,HIALEAH GARDENS MIDDLE SCHOOL,m,,,,,,,,,,,,,,,100
242, , , , , , ,25.878251,-80.269053, , , , , , , , , , , , , , ,"6027 EAST 7 AVENUE HIALEAH, FL 33013", (305)681-3527,NELSON L. GONZALEZ,HIALEAH MS,m,,,,,,,,,,,,,,,100
243, , , , , , ,25.963201,-80.15406, , , , , , , , , , , , , , ,"2375 NE 203RD STREET MIAMI, FL 33180", (305)932-3810,CHERYL L. KUSHI,HIGHLAND OAKS MS,m,,,,,,,,,,,,,,,100
244, , , , , , ,25.474511,-80.4815, , , , , , , , , , , , , , ,"650 NW 2ND AVENUE HOMESTEAD, FL 33030", (305)247-4221,DR. CONTESSA S. BRYANT,HOMESTEAD MS,m,,,,,,,,,,,,,,,100
245, , , , , , ,25.856524,-80.201325, , , , , , , , , , , , , , ,"8950 NW 2ND AVENUE MIAMI, FL 33150", (305)757-9537,KEVIN E. LAWRENCE,HORACE MANN MS,m,,,,,,,,,,,,,,,100
246, , , , , , ,25.713305,-80.406619, , , , , , , , , , , , , , ,"13100 SW 59TH STREET MIAMI, FL 33183", (305)385-6877,HILCA THOMAS,HOWARD D. MCMILLAN MS,m,,,,,,,,,,,,,,,100
247, , , , , , ,25.929022,-80.178188, , , , , , , , , , , , , , ,"1075 NE 167TH STREET MIAMI, FL 33162", (305)947-1451,BERNARD L. OSBORN,JOHN F. KENNEDY MS,m,,,,,,,,,,,,,,,100
248, , , , , , ,25.63264,-80.448384, , , , , , , , , , , , , , ,"15735 SW 144 STREET MIAMI, FL 33196", (305)252-5900,ELIO FALCON JR,JORGE MAS CANOSA MS,m,,,,,,,,,,,,,,,100
249, , , , , , ,25.805666,-80.203311, , , , , , , , , , , , , , ,"3100 NW FIFTH AVENUE MIAMI, FL 33127", (305)573-7229,DR. APRIL M. THOMPSON-WILLIAMS,JOSE DE DIEGO MS,m,,,,,,,,,,,,,,,100
250, , , , , , ,25.775141,-80.266843, , , , , , , , , , , , , , ,"4340 NW 3RD STREET MIAMI, FL 33126", (305)445-5467,SCOTT A. WEINER,KINLOCH PARK MS,m,,,,,,,,,,,,,,,100
251, , , , , , ,25.940968,-80.281384, , , , , , , , , , , , , , ,"18484 NW 48TH PLACE MIAMI, FL 33055", (305)620-1294,JORGE M. BULNES,LAKE STEVENS MS,m,,,,,,,,,,,,,,,100
252, , , , , , ,25.720681,-80.44848, , , , , , , , , , , , , , ,"15750 SW 47 STREET MIAMI, FL 33185", (305)222-2775,JEAN R. BARIL,LAMAR LOUISE CURRY MS,m,,,,,,,,,,,,,,,100
253, , , , , , ,25.95245,-80.333687, , , , , , , , , , , , , , ,"8190 NW 197 STREET MIAMI, FL 33015", (305)816-9101,STEPHANIE M. TUDOR,LAWTON CHILES MS,m,,,,,,,,,,,,,,,100
254, , , , , , ,25.853062,-80.253317, , , , , , , , , , , , , , ,"3400 NW 87TH STREET MIAMI, FL 33147", (305)836-2610,DAVID T. LADD,MADISON MS,m,,,,,,,,,,,,,,,100
255, , , , , , ,25.917896,-80.307337, , , , , , , , , , , , , , ,"6425 MIAMI LAKEWAY NORTH MIAMI LAKES, FL 33014", (305)557-3900,MARIA MEDINA,MIAMI LAKES MS,m,,,,,,,,,,,,,,,100
256, , , , , , ,25.815609,-80.272839, , , , , , , , , , , , , , ,"150 SOUTH ROYAL POINCIANA BOULEVARD MIAMI SPRINGS, FL 33166", (305)888-6457,ALINA VALERO,MIAMI SPRINGS MIDDLE,m,,,,,,,,,,,,,,,100
257, , , , , , ,25.816108,-80.135545, , , , , , , , , , , , , , ,"4301 NORTH MICHIGAN AVENUE MIAMI BEACH, FL 33140", (305)532-3481,RENE BELLMAS,NAUTILUS MS,m,,,,,,,,,,,,,,,100
258, , , , , , ,25.95054,-80.222971, , , , , , , , , , , , , , ,"1235 NW 192ND TERRACE MIAMI GARDENS, FL 33169", (305)653-1210,RONALD G. REDMON,NORLAND MS,m,,,,,,,,,,,,,,,100
259, , , , , , ,25.917175,-80.230874, , , , , , , , , , , , , , ,"1840 NW 157 STREET MIAMI GARDENS, FL 33054", (305)624-8415,KHARIM ARMAND,NORTH DADE MS,m,,,,,,,,,,,,,,,100
260, , , , , , ,25.901335,-80.182881, , , , , , , , , , , , , , ,"700 NE 137TH STREET NORTH MIAMI, FL 33161", (305)891-5611,MIRIAME STEWART,NORTH MIAMI MS,m,,,,,,,,,,,,,,,100
261, , , , , , ,25.873426,-80.305383, , , , , , , , , , , , , , ,"1025 WEST 56 STREET HIALEAH, FL 33012", (305)821-2460,LEONARD T. TORRES,PALM SPRINGS MS,m,,,,,,,,,,,,,,,100
262, , , , , , ,25.651941,-80.312859, , , , , , , , , , , , , , ,"7351 SW 128TH STREET PINECREST, FL 33156", (305)238-3911,JESUS GONZALEZ,PALMETTO MS,m,,,,,,,,,,,,,,,100
263, , , , , , ,25.769764,-80.388957, , , , , , , , , , , , , , ,"11800 NW 2ND STREET MIAMI, FL 33182", (305)220-2075,INGRID G. SOTO,PAUL W. BELL MS,m,,,,,,,,,,,,,,,100
264, , , , , , ,25.717,-80.273609, , , , , , , , , , , , , , ,"5801 AUGUSTO STREET CORAL GABLES, FL 33146", (305)661-1611,HEBERT M. PENTON,PONCE DE LEON MS,m,,,,,,,,,,,,,,,100
265, , , , , , ,25.536088,-80.452996, , , , , , , , , , , , , , ,"16001 SW 248 STREET MIAMI, FL 33031", (305)247-6112,GREGORY A. BECKFORD,REDLAND MS,m,,,,,,,,,,,,,,,100
266, , , , , , ,25.631764,-80.360192, , , , , , , , , , , , , , ,"15015 SW 103TH AVENUE MIAMI, FL 33176", (305)238-2316,LARHONDA M. DONALDSON,RICHMOND HEIGHTS MS,m,,,,,,,,,,,,,,,100
267, , , , , , ,25.722986,-80.36144, , , , , , , , , , , , , , ,"10301 SW 48TH STREET MIAMI, FL 33165", (305)226-4286,BARBARA A. MENDIZABAL,RIVIERA MS,m,,,,,,,,,,,,,,,100
268, , , , , , ,25.74217,-80.347568, , , , , , , , , , , , , , ,"9393 SW 29TH TERRACE MIAMI, FL 33165", (305)221-8212,JOSEPHINE OTERO,ROCKWAY MS,m,,,,,,,,,,,,,,,100
269, , , , , , ,25.771655,-80.353483, , , , , , , , , , , , , , ,"350 NW 97TH AVENUE MIAMI, FL 33172", (305)226-0179,DR. VERONA C. MCCARTHY,RUBEN DARIO MS,m,,,,,,,,,,,,,,,100
270, , , , , , ,25.754435,-80.227217, , , , , , , , , , , , , , ,"1950 SW 19TH STREET MIAMI, FL 33145", (305)856-8282,BIANCA M. CALZADILLA,SHENANDOAH MS,m,,,,,,,,,,,,,,,100
271, , , , , , ,25.496142,-80.505943, , , , , , , , , , , , , , ,"29100 SW 194TH AVENUE MIAMI, FL 33030", (305)224-5200,JOHN A. GALARDI,SOUTH DADE MIDDLE SCHOOL - GRADES 4-8,m,,,,,,,,,,,,,,,100
272, , , , , , ,25.714602,-80.30361, , , , , , , , , , , , , , ,"6750 SW 60TH STREET SOUTH MIAMI, FL 33143", (305)661-3481,FABIOLA V. IZAGUIRRE,SOUTH MIAMI MS,m,,,,,,,,,,,,,,,100
273, , , , , , ,25.619469,-80.322804, , , , , , , , , , , , , , ,"16301 SW 80TH AVENUE PALMETTO BAY, FL 33157", (305)251-5361,RAUL F. GARCIA,SOUTHWOOD MIDDLE SCHOOL,m,,,,,,,,,,,,,,,100
274, , , , , , ,25.909467,-80.208157, , , , , , , , , , , , , , ,"525 NW 147TH STREET MIAMI, FL 33168", (305)681-7481,ALEXANDER SANTOYO,THOMAS JEFFERSON MS,m,,,,,,,,,,,,,,,100
275, , , , , , ,25.743879,-80.406446, , , , , , , , , , , , , , ,"13001 SW 26 STREET MIAMI, FL 33175", (305)995-3800,WENDY A. BARNETT,W. R. THOMAS MS,m,,,,,,,,,,,,,,,100
276, , , , , , ,25.748192,-80.318317, , , , , , , , , , , , , , ,"7525 SW 24TH STREET MIAMI, FL 33155", (305)261-8383,KATYNA D. LOPEZ-MARTIN,WEST MIAMI MS,m,,,,,,,,,,,,,,,100
277, , , , , , ,25.890256,-80.23178, , , , , , , , , , , , , , ,"1901 NW 127 ST            MIAMI               , FL 33167", (305)681-6647,VALTENA G. BROWN,WESTVIEW MIDDLE               ,m,,,,,,,,,,,,,,,100
278, , , , , , ,25.915639,-80.147421, , , , , , , , , , , , , , ,"2601 NE 151 STREET NORTH MIAMI, FL 33160", (305)919-2000,CHRISTOPHER J. SHINN,ALONZO AND TRACY MOURNING SENIOR HIGH BISCAYNE BAY,h,,,,,,,,,,,,,,,100
279, , , , , , ,25.939593,-80.306924, , , , , , , , , , , , , , ,"18350 NW 67TH AVENUE MIAMI, FL 33015", (305)557-3770,DR. URSULA J. GARBUTT,AMERICAN SHS,h,,,,,,,,,,,,,,,100
280, , , , , , ,25.566258,-80.382214, , , , , , , , , , , , , , ,"11700 SW 216 STREET MIAMI, FL 33170", (305)233-2300,MARTIN T. REID,ARTHUR AND POLLY MAYS CONSERVATORY OF THE ARTS,h,,,,,,,,,,,,,,,100
281, , , , , , ,25.902489,-80.344533, , , , , , , , , , , , , , ,"14100 NW 89TH AVENUE MIAMI LAKES, FL 33018", (305)362-0676,DR. MANUEL SANCHEZ III,BARBARA GOLEMAN SHS,h,,,,,,,,,,,,,,,100
282, , , , , , ,25.629427,-80.358056, , , , , , , , , , , , , , ,"15020 SW 102ND AVENUE MIAMI, FL 33176", (786)573-5353,DANIEL M. MATEO,BIOTECH @ RICHMOND HEIGHTS 9-12 HIGH SCHOOL,h,,,,,,,,,,,,,,,100
283, , , , , , ,25.786784,-80.203999, , , , , , , , , , , , , , ,"1200 NW 6TH AVENUE MIAMI, FL 33136", (305)324-8900,WILLIAM ARISTIDE,BOOKER T. WASHINGTON SHS,h,,,,,,,,,,,,,,,100
284, , , , , , ,25.47748,-80.44661, , , , , , , , , , , , , , ,"900 NE 23 AVE. HOMESTEAD, FL 33033", (305)248-7911,LISA L. PIZZIMENTI,CENTER FOR INTERNATIONAL EDUCATION: A CAMBRIDGE AS,h,,,,,,,,,,,,,,,100
285, , , , , , ,25.734681,-80.263154, , , , , , , , , , , , , , ,"450 BIRD ROAD CORAL GABLES, FL 33146", (305)443-4871,ADOLFO L. COSTA,CORAL GABLES SHS,h,,,,,,,,,,,,,,,100
286, , , , , , ,25.62854,-80.356322, , , , , , , , , , , , , , ,"10101 SW 152 STREET MIAMI, FL 33157", (305)232-2044,THOMAS P. ENNIS,CORAL REEF SHS,h,,,,,,,,,,,,,,,100
287, , , , , , ,25.5705,-80.330413, , , , , , , , , , , , , , ,"8601 SW 212TH STREET CUTLER BAY, FL 33189", (305)235-1581,LUCAS J. DELATORRE,CUTLER BAY SHS,h,,,,,,,,,,,,,,,100
288, , , , , , ,25.813486,-80.191374, , , , , , , , , , , , , , ,"4001 NE 2ND AVENUE MIAMI, FL 33137", (305)573-7135,ANA C. ALVAREZ-ARIMON,DESIGN & ARCHITECTURE SHS,h,,,,,,,,,,,,,,,100
289, , , , , , ,25.973648,-80.174925, , , , , , , , , , , , , , ,"1410 NE 215TH STREET MIAMI, FL 33179", (305)652-6808,DR. ALLISON HARLEY,DR MICHAEL M. KROP SHS,h,,,,,,,,,,,,,,,100
290, , , , , , ,25.677284,-80.442809, , , , , , , , , , , , , , ,"15255 SW 96 STREET MIAMI, FL 33196", (305)752-7900,NERY P. FINS,FELIX VARELA SHS,h,,,,,,,,,,,,,,,100
291, , , , , , ,25.734854,-80.431858, , , , , , , , , , , , , , ,"3601 SW 147TH AVENUE MIAMI, FL 33185", (305)225-9729,ALLEN N. BREEDING III,G. HOLMES BRADDOCK SHS,h,,,,,,,,,,,,,,,100
292, , , , , , ,25.898421,-80.351465, , , , , , , , , , , , , , ,"11700 HIALEAH GARDENS BLVD HIALEAH GARDENS, FL 33018", (305)698-5000,DR. LOUIS J. ALGAZE,HIALEAH GARDENS SHS,h,,,,,,,,,,,,,,,100
293, , , , , , ,25.865129,-80.28071, , , , , , , , , , , , , , ,"251 EAST 47 STREET HIALEAH, FL 33013", (305)822-1500,HERIBERTO SANCHEZ,HIALEAH SHS,h,,,,,,,,,,,,,,,100
294, , , , , , ,25.896563,-80.308079, , , , , , , , , , , , , , ,"7977 WEST 12TH AVENUE HIALEAH, FL 33014", (305)823-1330,LISA B. GARCIA,HIALEAH-MIAMI LAKES SHS,h,,,,,,,,,,,,,,,100
295, , , , , , ,25.450668,-80.460621, , , , , , , , , , , , , , ,"2351 SE 12TH AVENUE HOMESTEAD, FL 33034", (305)245-7000,GUILLERMO A. MUNOZ,HOMESTEAD SHS,h,,,,,,,,,,,,,,,100
296, , , , , , ,25.707163,-80.284564, , , , , , , , , , , , , , ,"1570 MADRUGA AVENUE CORAL GABLES, FL 33146", (305)663-7200,DR. ALINA M. DIAZ-BLANCO,INTERNATIONAL STUDIES PREPARATORY ACADEMY ,h,,,,,,,,,,,,,,,100
297, , , , , , ,25.789752,-80.189075, , , , , , , , , , , , , , ,"1500 BISCAYNE BLVD, RM  MIAMI, FL 33132", (305)995-1929,ALBERTO M. CARVALHO,IPREPARATORY ACADEMY,h,,,,,,,,,,,,,,,100
298, , , , , , ,25.831723,-80.200307, , , , , , , , , , , , , , ,"6101 NW 2ND AVE MIAMI, FL 33127", (305)762-5000,DR. LASHINDA S. MOORE,ITECH @ THOMAS A. EDISON ED. CTR.,h,,,,,,,,,,,,,,,100
299, , , , , , ,25.713199,-80.452439, , , , , , , , , , , , , , ,"15900 SW 56 STREET MIAMI, FL 33185", (305)408-2700,RAFAEL A. VILLALOBOS,JOHN A. FERGUSON SHS,h,,,,,,,,,,,,,,,100
300, , , , , , ,25.875135,-80.331255, , , , , , , , , , , , , , ,"5701 WEST 24 AVENUE HIALEAH, FL 33016", (305)557-5931,JOSE ENRIQUEZ JR,JOSE MARTI MAST 6-12 ACADEMY,h,,,,,,,,,,,,,,,100
301, , , , , , ,25.776932,-80.197815, , , , , , , , , , , , , , ,"300 NW 2ND AVENUE MIAMI, FL 33128", (305)371-0400,TONY G. ULLIVARRI,LAW ENFORCEMENT OFFICERS MEMORIAL HIGH SCHOOL,h,,,,,,,,,,,,,,,100
302, , , , , , ,25.738418,-80.16753, , , , , , , , , , , , , , ,"3979 RICKENBACKER CAUSEWAY MIAMI, FL 33149", (305)365-6278,DR. DERICK R. MCKOY,MARITIME & SCIENCE TECHNOLOGY ACADEMY,h,,,,,,,,,,,,,,,100
303, , , , , , ,25.915694,-80.140932, , , , , , , , , , , , , , ,"3000 NE 151ST STREET, AC-1, ROOM 395 NORTH MIAMI, FL 33181", (305)919-4450,DR. MATTHEW J. WELKER,MAST @ FIU Biscayne Bay Campus,h,,,,,,,,,,,,,,,100
304, , , , , , ,25.4822,-80.479592, , , , , , , , , , , , , , ,"1220 NW 1ST AVENUE HOMESTEAD, FL 33030", (305)257-4500,LISA S. NOFFO,MEDICAL ACADEMY FOR SCIENCE AND TECHNOLOGY,h,,,,,,,,,,,,,,,100
305, , , , , , ,25.744688,-80.438313, , , , , , , , , , , , , , ,"15015 SW 24 STREET MIAMI, FL 33185", (305)485-2323,DR. MIGUEL A. BALSERA,MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER,h,,,,,,,,,,,,,,,100
306, , , , , , ,25.799892,-80.133625, , , , , , , , , , , , , , ,"2231 PRAIRIE AVENUE MIAMI BEACH, FL 33139", (305)532-4515,DR. MARIA T. RODRIGUEZ,MIAMI BEACH SHS,h,,,,,,,,,,,,,,,100
307, , , , , , ,25.940558,-80.257044, , , , , , , , , , , , , , ,"3301 MIAMI GARDENS DRIVE MIAMI GARDENS, FL 33056", (305)621-5681,ADRENA Y. WILLIAMS,MIAMI CAROL CITY SHS,h,,,,,,,,,,,,,,,100
308, , , , , , ,25.861115,-80.228215, , , , , , , , , , , , , , ,"1781 NW 95TH STREET MIAMI, FL 33147", (305)696-4161,GREGORY M. BETHUNE,MIAMI CENTRAL SHS,h,,,,,,,,,,,,,,,100
309, , , , , , ,25.754824,-80.33979, , , , , , , , , , , , , , ,"8865 SW 16TH STREET MIAMI, FL 33165", (305)226-6565,ALICIA HIDALGO,MIAMI CORAL PARK SHS,h,,,,,,,,,,,,,,,100
310, , , , , , ,25.832158,-80.205434, , , , , , , , , , , , , , ,"6161 NW 5TH COURT MIAMI, FL 33127", (305)751-7337,LEON P. MAYCOCK,MIAMI EDISON SHS,h,,,,,,,,,,,,,,,100
311, , , , , , ,25.809513,-80.225029, , , , , , , , , , , , , , ,"1751 NW 36TH STREET MIAMI, FL 33142", (305)634-2621,RENNINA L. TURNER,MIAMI JACKSON SHS,h,,,,,,,,,,,,,,,100
312, , , , , , ,25.670277,-80.351239, , , , , , , , , , , , , , ,"10655 SW 97TH AVENUE MIAMI, FL 33176", (305)271-3311,MAGDA R. PEREIRA,MIAMI KILLIAN SHS,h,,,,,,,,,,,,,,,100
313, , , , , , ,25.916981,-80.294815, , , , , , , , , , , , , , ,"5780 NW 158 STREET MIAMI LAKES, FL 33014", (305)557-1100,LOURDES DIAZ,MIAMI LAKES EDUCATIONAL CENTER,h,,,,,,,,,,,,,,,100
314, , , , , , ,25.95303,-80.219141, , , , , , , , , , , , , , ,"1050 NW 195TH STREET MIAMI GARDENS, FL 33169", (305)653-1416,REGINALD E. LEE,MIAMI NORLAND SHS,h,,,,,,,,,,,,,,,100
315, , , , , , ,25.839513,-80.213797, , , , , , , , , , , , , , ,"1100 NW 71 STREET MIAMI, FL 33150", (305)836-0991,WALLACE ARISTIDE,MIAMI NORTHWESTERN SHS,h,,,,,,,,,,,,,,,100
316, , , , , , ,25.661158,-80.315611, , , , , , , , , , , , , , ,"7460 SW 118 STREET PINECREST, FL 33156", (305)235-1360,VICTORIA G. DOBBS,MIAMI PALMETTO SHS,h,,,,,,,,,,,,,,,100
317, , , , , , ,25.771395,-80.235963, , , , , , , , , , , , , , ,"2450 SW 1ST STREET MIAMI, FL 33135", (305)649-9800,BENNY VALDES,MIAMI SHS,h,,,,,,,,,,,,,,,100
318, , , , , , ,25.586222,-80.376708, , , , , , , , , , , , , , ,"19355 SW 114TH AVENUE MIAMI, FL 33157", (305)238-6110,HUMBERTO J. MIRET,MIAMI SOUTHRIDGE SHS,h,,,,,,,,,,,,,,,100
319, , , , , , ,25.82985,-80.295175, , , , , , , , , , , , , , ,"751 DOVE AVENUE MIAMI SPRINGS, FL 33166", (305)885-3585,EDWARD R. SMITH,MIAMI SPRINGS SHS,h,,,,,,,,,,,,,,,100
320, , , , , , ,25.70031,-80.404752, , , , , , , , , , , , , , ,"13125 SW 72ND STREET MIAMI, FL 33183", (305)385-4255,JOHN C. LUX,MIAMI SUNSET SHS,h,,,,,,,,,,,,,,,100
321, , , , , , ,31.181605,-83.76799, , , , , , , , , , , , , , ,"1501 NE 2ND AVENUE, #336 MIAMI, FL 33132", (305)995-1257,DR. LUDY LOPEZ,MIAMI-DADE ONLINE ACADEMY 7001,h,,,,,,,,,,,,,,,100
322, , , , , , ,25.776099,-80.1932, , , , , , , , , , , , , , ,"25 NE 2ND STREET MIAMI, FL 33132", (305)237-3135,JASON H. ALLEN,NEW WORLD SCHOOL OF THE ARTS,h,,,,,,,,,,,,,,,100
323, , , , , , ,25.929143,-80.17518, , , , , , , , , , , , , , ,"1247 NE 167TH STREET MIAMI, FL 33162", (305)949-8381,RANDY A. MILLIKEN,NORTH MIAMI BEACH SHS,h,,,,,,,,,,,,,,,100
324, , , , , , ,25.896988,-80.182697, , , , , , , , , , , , , , ,"13110 NE 8 AVENUE NORTH MIAMI, FL 33161", (305)891-6590,PATRICK LACOUTY,NORTH MIAMI SHS,h,,,,,,,,,,,,,,,100
325, , , , , , ,25.59914,-80.38908, , , , , , , , , , , , , , ,"18180 SW 122 AVENUE MIAMI, FL 33177", (305)253-9920,REGINALD J. FOX,ROBERT MORGAN SHS,h,,,,,,,,,,,,,,,100
