,Rec_Nbr,Unnamed: 0,address,lat_dir,latitude,lng_dir,longitude,phone,principal,school,type
280,280,280.0,"660 SW 3 STREET MIAMI, FL 33130",25.770883N,25.770882999999998,80.205125W,-80.205125, (305)326-0791,CARMEN M. GARCIA,ADA MERRITT K-8 CENTER,k
281,281,281.0,"12829 SW 272ND STREET MIAMI, FL 33032",25.514535N,25.514535000000002,80.401265W,-80.40126500000001, (305)258-3676,RAUL CALZADILLA JR,AIR BASE K-8 CENTER FOR INTERNATIONAL EDUCATION,k
282,282,282.0,"21101 NE 26TH AVENUE MIAMI, FL 33180",25.970337N,25.970337,80.14995W,-80.14995, (305)933-5200,YESENIA M. APONTE,AVENTURA WATERWAYS K-8 CENTER,k
283,283,283.0,"13100 NW 12TH AVENUE NORTH MIAMI, FL 33168",25.895085N,25.895085,80.219202W,-80.219202, (305)681-3547,DR. FABRICE LAGUERRE,BENJAMIN FRANKLIN K-8 CENTER,k
284,284,284.0,"15901 NW 79 AVENUE MIAMI LAKES, FL 33016",25.917392N,25.917392,80.329147W,-80.32914699999999, (305)557-3303,YECENIA M. MARTINEZ,BOB GRAHAM EDUCATION CENTER,k
285,285,285.0,"6601 SW 152 AVENUE MIAMI, FL 33193",25.703437N,25.703437,80.441952W,-80.441952, (305)386-6667,LISSET VAZQUEZ-RIOS,BOWMAN ASHE/DOOLIN K-8 ACADEMY,k
286,286,286.0,"15790 SW 307TH STREET MIAMI, FL 33033",25.482043N,25.482043,80.445834W,-80.44583399999999, (305)245-0270,THELMA FORNELL,CAMPBELL DRIVE  K-8 CENTER,k
287,287,287.0,"11990 SW 200 STREET MIAMI, FL 33177",25.58089N,25.58089,80.385865W,-80.385865, (305)233-7131,MARIA E. CALVET-CUBA,CARIBBEAN K-8 CENTER,k
288,288,288.0,"2101 NW 127TH STREET MIAMI, FL 33167",25.890212N,25.890212,80.234355W,-80.23435500000001, (305)688-9641,MARCHEL D. WOODS,CARRIE P. MEEK/WESTVIEW K-8 CENTER,k
289,289,289.0,"1775 NW 60TH STREET MIAMI, FL 33142",25.829887N,25.829887,80.226302W,-80.226302, (305)691-8021,RAYMOND J. SANDS,CHARLES R. DREW K-8 CENTER,k
290,290,290.0,"24400 SW 124 AVE. HOMESTEAD, FL 33032",25.541353N,25.541353,80.392407W,-80.39240699999999, (305)257-0500,DR. CARMEN JONES-CAREY,COCONUT PALM K-8 ACADEMY ,k
291,291,291.0,"105 MINORCA AVENUE CORAL GABLES, FL 33134",25.753856N,25.753856,80.257746W,-80.257746, (305)448-1731,JEANETTE SIERRA-FUNCIA,CORAL GABLES PREPARATORY ACADEMY,k
292,292,292.0,"1950 SW 13TH AVENUE MIAMI, FL 33145",25.753825N,25.753825,80.216326W,-80.216326, (305)854-0515,BARBARA M. MARTIN,CORAL WAY K-8 CENTER,k
293,293,293.0,"5400 SW 112TH COURT MIAMI, FL 33165",25.716715N,25.716715,80.376043W,-80.37604300000001, (305)271-1611,EDUARDO L. ALONSO,CYPRESS K-8 CENTER,k
294,294,294.0,"15000 BAY VISTA BOULEVARD NORTH MIAMI, FL 33181",25.911009N,25.911009,80.144824W,-80.144824, (305)354-2600,MARY PARTON,DAVID LAWRENCE JR. K-8 CENTER,k
295,295,295.0,"10501 SW 122ND AVENUE MIAMI, FL 33186",25.668889N,25.668889,80.391762W,-80.391762, (305)274-7100,BRIAN HAMILTON,DEVON AIRE K-8 CENTER,k
296,296,296.0,"2450 NW 84TH STREET MIAMI, FL 33147",25.850787N,25.850787,80.237857W,-80.23785699999999, (305)691-6491,KIMULA D. OCE,DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER,k
297,297,297.0,"11250 NW 86 STREET DORAL, FL 33178",25.851561N,25.851561,80.380712W,-80.380712, (305)889-5757,MARTHA M. MUNOZ,DR. ROLANDO ESPINOSA K-8 CENTER ,k
298,298,298.0,"8905 NW 114TH AVENUE DORAL, FL 33178",25.840443N,25.840443,80.382309W,-80.38230899999999, (305)863-5750,TRACEY D. CREWS,DR. TONI BILBAO PREPARATORY ACADEMY,k
299,299,299.0,"500 NW 67TH STREET MIAMI, FL 33150",25.836096N,25.836095999999998,80.204785W,-80.204785, (305)758-3658,CARLA PATRICK,EDISON PARK K-8 CENTER,k
300,300,300.0,"7330 WEST 32ND AVENUE HIALEAH, FL 33018",25.8893N,25.8893,80.347954W,-80.347954, (305)825-2122,MAYRA ALFARO,ERNEST R GRAHAM K-8 ACADEMY,k
301,301,301.0,"5950 NW 114 AVENUE DORAL, FL 33178",25.827727N,25.827727,80.382064W,-80.382064, (305)592-7914,DEBBIE F. SAUMELL,EUGENIA B. THOMAS K-8 CENTER,k
302,302,302.0,"8375 SW 16TH STREET MIAMI, FL 33155",25.755068N,25.755067999999998,80.3306W,-80.3306, (305)264-4154,RAMON J. GARRIGO,EVERGLADES K-8 CENTER,k
303,303,303.0,"1420 WASHINGTON AVENUE MIAMI BEACH, FL 33139",25.786137N,25.786137,80.131884W,-80.131884, (305)531-0419,MARIA P. COSTA,FIENBERG/FISHER K-8 CENTER,k
304,304,304.0,"14250 BOGGS DRIVE MIAMI, FL 33176",25.637496N,25.637496,80.374829W,-80.374829, (305)238-3688,FELICIA K. JOSEPH,FRANK C. MARTIN K-8 CENTER,k
305,305,305.0,"955 SE 18 AVENUE HOMESTEAD, FL 33035",25.44964N,25.44964,80.450291W,-80.450291, (305)257-6000,TIFFANY D. ANDERSON,GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER,k
306,306,306.0,"255 NW 115 STREET MIAMI, FL 33168",25.880415N,25.880415,80.20332W,-80.20331999999999, (305)953-3737,MICHAEL J. CHARLOT,HUBERT O. SIBLEY K-8 ACADEMY,k
307,307,307.0,"29035 SW 144TH AVENUE MIAMI, FL 33033",25.496806N,25.496806,80.424647W,-80.424647, (305)242-8340,MADELYN SIERRA-HERNANDEZ,IRVING & BEATRICE PESKOE K-8 CENTER,k
308,308,308.0,"14850 COTTONWOOD CIRCLE MIAMI, FL 33185",25.715744N,25.715744,80.433199W,-80.433199, (305)220-8254,MILAGRO ARANGO,JANE S. ROBERTS K-8 CENTER,k
309,309,309.0,"10415 NW 52ND STREET DORAL, FL 33178",25.820162N,25.820162,80.364997W,-80.364997, (305)406-0220,GENARO NAVARRO,JOHN I. SMITH K-8 CENTER,k
310,310,310.0,"9325 SW 169TH PLACE MIAMI, FL 33196",25.678652N,25.678652,80.467487W,-80.467487, (305)382-6830,CARMEN B. FUENTES,KENDALL SQUARE K-8 CENTER,k
311,311,311.0,"9300 SW 79TH AVENUE MIAMI, FL 33156",25.68516N,25.68516,80.323343W,-80.32334300000001, (305)271-5061,RODOLFO RODRIGUEZ,KENWOOD K-8 CENTER,k
312,312,312.0,"150 WEST MCINTYRE STREET KEY BISCAYNE, FL 33149",25.691174N,25.691174,80.166768W,-80.166768, (305)361-5418,SILVIA TARAFA,KEY BISCAYNE K-8 CENTER,k
313,313,313.0,"10343 SW 124TH STREET MIAMI, FL 33176",25.654069N,25.654069,80.362047W,-80.362047, (305)233-7430,BART D. CHRISTIE,LEEWOOD K-8 CENTER,k
314,314,314.0,"14950 SW 288TH STREET MIAMI, FL 33033",25.499407N,25.499407,80.433813W,-80.433813, (305)247-5431,KENNETH L. WILLIAMS,LEISURE CITY K-8 CENTER,k
315,315,315.0,"1895 NW 75TH STREET MIAMI, FL 33147",25.843189N,25.843189000000002,80.229095W,-80.229095, (305)691-4973,DR. BRIDGETTE A. TATE-WYCHE,LILLIE C. EVANS K-8 CENTER,k
316,316,316.0,"14312 NE 2ND COURT MIAMI, FL 33161",25.906524N,25.906523999999997,80.193806W,-80.19380600000001, (305)891-4011,MONEFE M. YOUNG,LINDA LENTIN K-8 CENTER,k
317,317,317.0,"6020 WEST 16TH AVENUE HIALEAH, FL 33012",25.878535N,25.878535,80.315332W,-80.315332, (305)822-0301,ANNA M. HERNANDEZ,M.A. MILAM K-8 CENTER,k
318,318,318.0,"20770 NE 14TH AVENUE MIAMI, FL 33179",25.966518N,25.966518,80.174336W,-80.174336, (305)651-3155,DEBORAH P. JOHNSON-BRINSON,MADIE IVES K-8 PREPARATORY ACADEMY,k
319,319,319.0,"12225 SW 280 ST MIAMI, FL 33032",25.507198N,25.507198000000002,80.389808W,-80.389808, (305)257-0377,CADIAN COLLMAN,MANDARIN LAKES K-8 ACADEMY,k
320,320,320.0,"14250 NW 67TH AVENUE MIAMI LAKES, FL 33014",25.903079N,25.903079,80.308424W,-80.308424, (305)822-7757,YANELYS CANALES,MIAMI LAKES K-8 CENTER,k
321,321,321.0,"6620 NE 5 AVENUE MIAMI, FL 33138",25.836633N,25.836633,80.186344W,-80.18634399999999, (305)758-6741,JORDANA C. SCHNEIDER,MORNINGSIDE K-8 ACADEMY,k
322,322,322.0,"3125 NW 176TH STREET MIAMI GARDENS, FL 33056",25.934164N,25.934164000000003,80.251229W,-80.25122900000001, (305)624-8431,DR. APRYLE L. KIRNES,MYRTLE GROVE K-8 CENTER,k
323,323,323.0,"201 182 DRIVE SUNNY ISLES BEACH, FL 33160",25.939491N,25.939491,80.136215W,-80.136215, (305)933-6161,DR. ADAM L. KOSNITZKY,NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8,k
324,324,324.0,"3250 NW 207TH STREET MIAMI GARDENS, FL 33056",25.964253N,25.964253,80.255171W,-80.25517099999999, (305)624-9648,MELISSA M. MESA,NORTH COUNTY K-8 CENTER,k
325,325,325.0,"505 NW 20 STREET MIAMI, FL 33127",25.795386N,25.795385999999997,80.203338W,-80.203338, (305)573-2344,MARIA D. DEARMAS,PAUL LAURENCE DUNBAR K-8 CENTER,k
326,326,326.0,"1155 93 STREET BAY HARBOR ISLANDS, FL 33154",25.883752N,25.883751999999998,80.132184W,-80.132184, (305)865-7912,SCOTT H. SAPERSTEIN,RUTH K BROAD/BAY HARBOR K-8 CENTER,k
327,327,327.0,"6800 SW 60TH STREET SOUTH MIAMI, FL 33143",25.714539N,25.714539000000002,80.305565W,-80.305565, (305)667-8847,LOURDES A. LOPEZ,SOUTH MIAMI K-8 CENTER,k
328,328,328.0,"28205 SW 125TH AVENUE, BUILDING F, ROOM F014 HOMESTEAD, FL 33033",25.50573N,25.50573,80.39129W,-80.39129, (305)258-4115,"
",TITLE I MIGRANT EDUCATION PROGRAM,k
329,329,329.0,"8455 SW 119TH STREET MIAMI, FL 33156",25.659842N,25.659842,80.331648W,-80.331648, (305)238-7931,CATHERINE T. KRTAUSCH,VINELAND K-8 CENTER,k
330,330,330.0,"1550 SW 6TH STREET HOMESTEAD, FL 33030",25.464238N,25.464238,80.495582W,-80.495582, (305)248-0812,DR. EARL BURTH,WEST HOMESTEAD K-8 CENTER,k
331,331,331.0,"13835 NW 97TH AVENUE HIALEAH, FL 33018",25.899753N,25.899753,80.356443W,-80.356443, (305)826-6104,RICHELLE P. THOMAS,WEST LAKES PREPARATORY ACADEMY,k
332,332,332.0,"13200 SW 79TH STREET MIAMI, FL 33183",25.695781N,25.695781,80.407061W,-80.407061, (305)386-7622,RAQUEL PELLETIER,WINSTON PARK K-8 CENTER,k
333,1722310030900,,640 NE 114th St Biscayne Park 33161,,25.88021,,-80.18496,305-893-7490,Cornelius McKenna,Biscayne Park Municipal Police Station,p
334,2332090140200,,1841 Galleon Street North Bay Village 33141,,25.84561,,-80.14778000000001,305-758-2626,Carlos Noriega,North Bay Village Municipal Police Station,p
335,2332090100280,,1666 Kennedy Cswy North Bay Village 33141,,25.84812,,-80.15105,305-756-7171,Maurice Murray,North Bay Village Municipal CE Police Station,p
336,3421030130010,,18611 NW 27th Ave Miami Gardens 33056,,25.9439,,-80.24413,305-474-6473,Chief Antonio G. Brooklen,Miami Gardens (HQ) Municipal Police Station,p
337,341170055110,,2801 Salzedo St Coral Gables 33134,,25.745910000000002,,-80.25997,305-442-1600,"Edward J. Hudak, Jr.",Coral Gables Municipal Police Station,p
338,1832070490490,,500 NE 87th St El Portal 33138,,25.8548,,-80.18771,305-795-7870,Eugene M. Morales,El Portal Municipal Police Station,p
339,421320010011,,5555 E 8th Ave Hialeah 33013,,25.87298,,-80.26629,305-687-2525,Sergio Velazquez,Hialeah Municipal Police Station Headquarters,p
340,420270010340,,7400 W 24th Ave Hialeah 33016,,25.8901,,-80.33245,305-698-3600,Sergio Velasquez,Hialeah (Substation 5),p
341,1079220010171,,45 NW 1st Ave Homestead 33030,,25.470570000000002,,-80.47921,305-247-1535,Alexander E. Rolle,Homestead Municipal Police Station,p
342,2122350020030,,9080 Bay Dr Indian Creek Village 33154,,25.87752,,-80.12977,305-865-4121,Clarke P. Maher,Indian Creek Village Municipal Police Station,p
343,2442320010061,,88 West McIntyre Street Key Biscayne 33149,,25.69079,,-80.16492,305-365-5555,Charles R. Press,Key Biscayne Municipal Police Station,p
344,2230110021251,,7777 NW 72nd Ave Medley 33166,,25.84457,,-80.31336,305-883-2047,Jeanette Said-Jinete,Medley Municipal Police Station,p
345,101070501090,,400 NW 2nd Ave Miami 33128,,25.77833,,-80.19856999999999,305-579-6540,Rodolfo Llanes,Miami (Headquarters) Municipal Police Station,p
346,131140120880,,1000 NW 62nd St Miami 33150,,25.831870000000002,,-80.21327,305-795-2300,Miguel Exposito,Miami (Model City NET Service Area),p
347,101070501090,,400 NW 2nd Ave Miami 33128,,25.77812,,-80.19832,305-603-6640,Major Ervens Ford,Miami (Overtown NET Service Area) ,p
348,242030090370,,1100 Washington Ave Miami Beach 33139,,25.78225,,-80.1332,305-673-7925,Daniel J. Oates,Miami Beach Municipal Police Station,p
349,232110010760,,6840 Indian Creek Dr Miami Beach 33140,,25.85364,,-80.12386,305-993-2060,Raymond A. Martinez,Miami Beach Municipal Police Station (North Dist),p
350,530240061390,,201 Westward Dr Miami Springs 33166,,25.82141,,-80.28468000000001,305-805-5100,Armando Guzman,Miami Springs Municipal Police Station,p
351,2332090511420,,1700 Kennedy Cswy North Bay Village 33141,,25.8481,,-80.14998,305-758-2626,Carlos Noriega,North Bay Village Municipal Police Station,p
352,722090062960,,16901 NE 19th Ave North Miami Beach 33162,,25.93143,,-80.16178000000001,305-948-2995,William Hernandez,North Miami Beach Municipal Police Station,p
353,821220020460,,2495 Ali Baba Ave Opa-Locka 33054,,25.90645,,-80.24189,305-681-1033,James Dobson,Opa-Locka Municipal Police Station,p
354,821220000240,,2040 Opa-Locka Blvd Opa-Locka 33054,,25.897920000000003,,-80.23272,305-681-1033,Cheryl Cason,Opa-Locka Municipal Police (Mini-Station),p
355,940360000030,,6130 Sunset Dr South Miami 33143,,25.70338,,-80.29208,305-663-6301,Rene Landa,South Miami Municipal Police Station,p
356,1422350060490,,9293 Harding Ave Surfside 33154,,25.881339999999998,,-80.12279000000001,305-861-4863,David Allen ,Surfside Municipal Police Station,p
357,2540060010056,,500 SW 109th Ave Sweetwater 33174,,25.76389,,-80.3731,305-552-9900,Placido Diaz,Sweetwater Municipal Police Station,p
358,2630250010300,,6498 NW 38th Ter Virginia Gardens 33166,,25.809479999999997,,-80.30278,305-871-3141,James P. Chohonis,Virginia Gardens Municipal Police Station,p
359,1540120000170,,901 SW 62nd Ave West Miami 33144,,25.7623,,-80.29538000000001,305-266-0530,Nelson Andreu,West Miami Municipal Police Station,p
360,420250010470,,7400 W 10th Ave Hialeah 33014,,25.89002,,-80.30409,305-816-4461,Sergio Velasquez,Hialeah (Substation 4),p
361,131330060900,,1701 NW 30th Ave Miami 33125,,25.79115,,-80.24318000000001,305-603-6500,Miguel Exposito,Miami (Grapeland Heights Substation),p
362,430120140020,,2700 W 8th Ave Hialeah 33012,,25.846420000000002,,-80.29853,305-883-5305,Sergio Velasquez,Hialeah (Substation 3),p
363,101070501090,,400 NW 2nd Ave Miami 33128,,25.77805,,-80.19821,305-603-6640,Major Jose Perez,Miami (Wynwood/Edgewater NET Service Area),p
364,131140120880,,1000 NW 62nd St Miami 33150,,25.83176,,-80.21288,305-603-6640,Miguel Exposito,Miami (Upper East Side NET Service Area),p
365,101070501090,,400 NW 2nd Ave Miami 33128,,25.77799,,-80.19808,305-603-6640,Miguel Exposito,Miami (Downtown NET Service Area),p
366,622300190010,,700 NE 124th St North Miami 33161,,25.88918,,-80.18386,305-891-0294,Gary Eugene,North Miami Municipal Police Station,p
367,1678240071890,,404 W Palm Dr Florida City 33034,,25.44858,,-80.48288000000001,305-247-8223,Pedro W. Taylor,Florida City Municipal Police Station,p
368,3530280110010,,9101 NW 25th St Doral 33172,,25.798370000000002,,-80.34387,305-471-2800,James Loftus,Mid West Municipal Police Station (Doral),p
369,2812350790010,,19200 W Country Club Dr Aventura 33180,,25.95291,,-80.13906,305-466-8966,Steve Steinberg,Aventura Municipal Police Station,p
370,1132060132080,,9990 NE 2nd Ave Miami Shores 33138,,25.86681,,-80.19381,305-759-2468,Kevin Lystad,Miami Shores Municipal Police Station,p
371,101070501090,,400 NW 2nd Ave Miami 33128,,25.77819,,-80.19838,305-603-6640,Major Jose Perez,Miami (Flagami NET Service Area),p
372,1912350041270,,1 Golden Beach Drive Golden Beach 33160,,25.95733,,-80.12138,305-936-2444,Rudy Herbello,Golden  Beach Municipal Police Station,p
373,3350320043120,,9705 E Hibiscus St Palmetto Bay 33157,,25.60416,,-80.3493,305-278-4000,"Gady Serralta, Major",Palmetto Bay Municipal Police Station,p
374,530240071560,,274 Westward Dr Miami Springs 33166,,25.820729999999998,,-80.28533,305-888-5286,G. Baan,Miami Springs Municipal Police (Substation),p
375,3122110050010,,18070 Collins Ave Sunny Isles Beach 33160,,25.94267,,-80.12236999999999,305-947-4440,Fred Maas,Sunny Isles Beach Municipal Police Station,p
376,3530170320010,,6100 NW 99th Ave Doral 33178,,25.82917,,-80.35866,305-593-6699,Donald W. De Lucca,Doral Municipal Police Station,p
377,141030360030,,2200 W Flagler St Miami 33135,,25.77226,,-80.23158000000001,305-643-7160,Miguel Exposito,Miami (Little Havana NET Service Area),p
378,431170000060,,501 E 4th Ave Hialeah 33010,,25.82689,,-80.27316,305-883-5981,Sergio Velasquez,Hialeah (Substation 1),p
379,3220130010432,,6601 Main St Miami Lakes 33014,,25.9131,,-80.30741,305-364-6100,George A. Perez,Miami Lakes Municipal Police Station,p
380,2730030010410,,10301 NW 87th Ave Hialeah Gardens 33016,,25.86894,,-80.33849000000001,305-558-3333,Manuel Zardon,Hialeah Gardens Municipal Police Station,p
381,101070501090,,400 NW 2nd Ave Miami 33128,,25.77825,,-80.19846,305-603-6640,Major Esther Farmer,Miami (Allapattah NET Service Area),p
382,2050150350010,,12645 Pinecrest Parkway Pinecrest 33157,,25.65297,,-80.32864000000001,305-234-2100 ,"Samuel Ceballos, Jr",Pinecrest Municipal Police Station,p
383,3660070240020,,10720 Caribbean Blvd Cutler Bay 33189,,25.57627,,-80.36572,305-234-4237,Julie Miller,Cutler Bay Municipal Police Station,p
384,3045200000010,,"Mile Marker 70, US Hwy 41 Miami-Dade 33194",,25.76049,,-80.79749,305-223-1600,Tom Loughren,Miccosukee Municipal Police Station Main,p
385,3048010000022,,550 SW 177th Ave Miami-Dade 33194,,25.762929999999997,,-80.4846,305-223-1600,Tom Loughren,Miccosukee Municipal Police Substation,p
386,141030360030,,2200 W Flagler St Miami 33135,,25.77231,,-80.23181,305-643-7160,Miguel Exposito,Miami (South Station) Municipal Police Station,p
387,131140120880,,1000 NW 62nd St Miami 33150,,25.83192,,-80.21341,305-795-2300 ,Miguel Exposito,Miami (North Station)  ,p
388,141030360030,,2200 W Flagler St Miami 33135,,25.77219,,-80.23158000000001,305-643-7160,Major Jose Perez,Miami (South NET Service Area) Municipal Police,p
389,131140120880,,1000 NW 62nd St Miami 33150,,25.83181,,-80.21307,305-759-2337,Miguel Exposito,Miami (Little Haiti NET Service Area),p
390,1222260060040,,655 96TH ST Bay Harbor Islands 33154,,25.88719,,-80.12678000000001,305-866-5000,Mark Nathan Overton,Bal Harbour Municipal Police Station,p
391,1322270012220,,9665 Bay Harbor Terr Bay Harbor Islands 33154,,25.887420000000002,,-80.1311,305-866-6242,Sean Hemingway,Bay Harbor Islands Municipal Police Station,p
